x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,target
13.0,38.0,19.0,8.0,4.0,14.0,10.0,13.0,1.0,20.0,8.0,,4.0,15.0,2.0,0.0,8.0,16.0,6.0,18.0,8
3.0,36.0,15.0,2.0,18.0,12.0,3.0,16.0,6.0,12.0,13.0,,7.0,7.0,10.0,3.0,10.0,11.0,5.0,14.0,9
16.0,32.0,14.0,3.0,15.0,19.0,6.0,1.0,1.0,18.0,15.0,11.0,1.0,17.0,8.0,8.0,6.0,3.0,2.0,13.0,10
11.0,35.0,15.0,6.0,11.0,17.0,13.0,13.0,1.0,15.0,19.0,10.0,2.0,,1.0,1.0,1.0,5.0,4.0,,7
17.0,29.0,16.0,,13.0,21.0,9.0,0.0,2.0,18.0,17.0,11.0,1.0,18.0,8.0,7.0,7.0,4.0,3.0,15.0,10
17.0,33.0,15.0,2.0,16.0,21.0,5.0,0.0,2.0,20.0,17.0,11.0,0.0,16.0,9.0,7.0,7.0,5.0,3.0,14.0,10
,38.0,19.0,8.0,3.0,15.0,12.0,14.0,2.0,18.0,6.0,5.0,3.0,15.0,2.0,0.0,8.0,12.0,5.0,18.0,8
14.0,23.0,13.0,5.0,1.0,6.0,,6.0,3.0,7.0,18.0,11.0,2.0,6.0,5.0,8.0,4.0,6.0,8.0,8.0,6
1.0,38.0,14.0,3.0,21.0,12.0,3.0,15.0,6.0,13.0,12.0,16.0,7.0,6.0,10.0,4.0,9.0,13.0,5.0,14.0,9
17.0,32.0,15.0,2.0,12.0,21.0,6.0,1.0,2.0,16.0,19.0,11.0,1.0,19.0,9.0,8.0,6.0,6.0,3.0,14.0,10
2.0,34.0,15.0,2.0,20.0,11.0,5.0,15.0,6.0,15.0,12.0,14.0,7.0,5.0,11.0,2.0,10.0,13.0,5.0,14.0,9
13.0,39.0,19.0,8.0,3.0,16.0,10.0,15.0,2.0,19.0,5.0,,3.0,15.0,,1.0,8.0,13.0,6.0,16.0,8
14.0,36.0,13.0,7.0,4.0,18.0,18.0,22.0,2.0,12.0,10.0,5.0,4.0,17.0,7.0,2.0,7.0,2.0,4.0,2.0,11
13.0,38.0,15.0,6.0,6.0,19.0,,20.0,1.0,13.0,9.0,5.0,3.0,18.0,6.0,1.0,5.0,,2.0,2.0,11
14.0,39.0,20.0,8.0,4.0,15.0,12.0,14.0,,17.0,5.0,2.0,3.0,14.0,2.0,1.0,8.0,13.0,7.0,19.0,8
15.0,38.0,19.0,8.0,4.0,15.0,,15.0,2.0,18.0,,4.0,4.0,15.0,1.0,0.0,9.0,13.0,7.0,17.0,8
16.0,30.0,15.0,2.0,,18.0,5.0,1.0,2.0,21.0,16.0,10.0,1.0,18.0,8.0,7.0,6.0,4.0,3.0,13.0,10
14.0,21.0,14.0,6.0,1.0,8.0,8.0,8.0,3.0,7.0,18.0,7.0,3.0,7.0,5.0,8.0,4.0,3.0,7.0,8.0,6
14.0,39.0,21.0,7.0,3.0,16.0,,16.0,2.0,15.0,6.0,5.0,3.0,14.0,1.0,0.0,8.0,11.0,6.0,20.0,8
16.0,33.0,16.0,3.0,14.0,18.0,8.0,1.0,2.0,19.0,18.0,10.0,1.0,19.0,8.0,9.0,7.0,4.0,3.0,15.0,10
2.0,38.0,14.0,2.0,21.0,13.0,4.0,16.0,6.0,15.0,15.0,18.0,9.0,6.0,10.0,2.0,9.0,10.0,5.0,14.0,9
13.0,37.0,17.0,6.0,2.0,17.0,17.0,,2.0,14.0,11.0,4.0,3.0,17.0,6.0,2.0,6.0,2.0,3.0,4.0,11
11.0,35.0,17.0,5.0,14.0,18.0,9.0,15.0,2.0,13.0,16.0,7.0,1.0,8.0,1.0,,1.0,6.0,5.0,12.0,7
14.0,38.0,15.0,6.0,3.0,20.0,17.0,22.0,2.0,16.0,,6.0,3.0,18.0,7.0,1.0,5.0,0.0,3.0,4.0,11
18.0,30.0,16.0,2.0,14.0,19.0,5.0,2.0,1.0,18.0,18.0,11.0,0.0,19.0,9.0,7.0,6.0,4.0,3.0,14.0,10
15.0,38.0,19.0,7.0,0.0,16.0,9.0,15.0,2.0,19.0,6.0,7.0,4.0,15.0,0.0,0.0,8.0,14.0,8.0,17.0,8
17.0,32.0,17.0,3.0,10.0,18.0,6.0,0.0,,19.0,17.0,11.0,1.0,19.0,9.0,6.0,7.0,5.0,,16.0,10
13.0,22.0,14.0,,1.0,7.0,10.0,6.0,2.0,6.0,18.0,8.0,2.0,7.0,5.0,,4.0,3.0,6.0,8.0,6
14.0,39.0,19.0,7.0,1.0,15.0,11.0,16.0,2.0,19.0,4.0,7.0,,16.0,2.0,1.0,7.0,13.0,5.0,18.0,8
13.0,38.0,15.0,7.0,6.0,20.0,17.0,20.0,2.0,16.0,11.0,4.0,4.0,19.0,6.0,1.0,7.0,0.0,3.0,4.0,11
13.0,23.0,13.0,,3.0,8.0,9.0,6.0,2.0,7.0,18.0,8.0,2.0,6.0,4.0,9.0,4.0,,6.0,8.0,6
13.0,23.0,14.0,5.0,4.0,9.0,10.0,8.0,3.0,7.0,16.0,10.0,2.0,5.0,4.0,8.0,3.0,6.0,7.0,7.0,6
11.0,,18.0,5.0,14.0,19.0,13.0,12.0,0.0,16.0,15.0,9.0,2.0,10.0,1.0,2.0,1.0,4.0,5.0,12.0,7
12.0,40.0,19.0,7.0,2.0,16.0,11.0,14.0,2.0,17.0,5.0,5.0,2.0,,1.0,1.0,9.0,12.0,7.0,19.0,8
,38.0,15.0,7.0,4.0,20.0,18.0,22.0,2.0,14.0,10.0,6.0,3.0,19.0,5.0,2.0,6.0,2.0,3.0,2.0,11
14.0,38.0,20.0,8.0,5.0,13.0,12.0,14.0,1.0,16.0,6.0,,3.0,14.0,0.0,0.0,8.0,15.0,7.0,17.0,8
2.0,35.0,13.0,3.0,20.0,11.0,6.0,16.0,5.0,16.0,14.0,16.0,8.0,,10.0,3.0,9.0,14.0,6.0,16.0,9
4.0,36.0,16.0,3.0,20.0,15.0,5.0,14.0,5.0,15.0,13.0,17.0,7.0,6.0,11.0,4.0,9.0,10.0,5.0,16.0,9
3.0,37.0,13.0,3.0,20.0,11.0,5.0,13.0,6.0,14.0,12.0,16.0,8.0,7.0,9.0,3.0,9.0,11.0,5.0,14.0,9
14.0,39.0,21.0,8.0,3.0,16.0,11.0,14.0,2.0,17.0,3.0,6.0,3.0,15.0,1.0,0.0,8.0,10.0,6.0,17.0,8
9.0,34.0,14.0,6.0,13.0,19.0,13.0,13.0,1.0,15.0,17.0,9.0,1.0,10.0,2.0,,2.0,5.0,5.0,13.0,7
16.0,29.0,15.0,2.0,13.0,17.0,8.0,0.0,2.0,,16.0,10.0,1.0,18.0,8.0,7.0,,5.0,2.0,15.0,10
16.0,31.0,15.0,1.0,12.0,19.0,6.0,1.0,2.0,19.0,16.0,9.0,1.0,17.0,10.0,8.0,6.0,5.0,2.0,15.0,10
15.0,22.0,14.0,6.0,1.0,8.0,9.0,6.0,2.0,8.0,18.0,10.0,2.0,6.0,4.0,7.0,4.0,5.0,6.0,8.0,6
15.0,23.0,14.0,5.0,2.0,9.0,10.0,4.0,3.0,7.0,17.0,9.0,2.0,5.0,5.0,8.0,4.0,8.0,7.0,8.0,6
12.0,37.0,15.0,6.0,6.0,19.0,16.0,22.0,1.0,13.0,10.0,8.0,3.0,16.0,6.0,2.0,7.0,0.0,2.0,2.0,11
15.0,22.0,13.0,4.0,4.0,7.0,9.0,6.0,2.0,5.0,17.0,10.0,2.0,9.0,4.0,8.0,5.0,6.0,6.0,10.0,6
15.0,39.0,13.0,7.0,3.0,21.0,15.0,,,16.0,10.0,4.0,4.0,17.0,6.0,0.0,5.0,1.0,3.0,4.0,11
3.0,37.0,14.0,4.0,19.0,12.0,4.0,15.0,6.0,15.0,13.0,15.0,7.0,7.0,9.0,4.0,8.0,,,,9
14.0,21.0,14.0,5.0,3.0,8.0,,5.0,3.0,6.0,,10.0,2.0,5.0,4.0,9.0,4.0,5.0,6.0,12.0,6
12.0,39.0,20.0,8.0,2.0,15.0,12.0,12.0,2.0,19.0,3.0,4.0,4.0,13.0,1.0,0.0,8.0,,7.0,19.0,8
2.0,36.0,15.0,2.0,19.0,11.0,5.0,16.0,6.0,,14.0,17.0,7.0,6.0,10.0,4.0,10.0,11.0,6.0,13.0,9
13.0,37.0,13.0,7.0,5.0,20.0,19.0,18.0,1.0,14.0,12.0,6.0,3.0,18.0,,1.0,6.0,0.0,2.0,3.0,11
15.0,32.0,14.0,3.0,14.0,,8.0,1.0,2.0,18.0,15.0,10.0,1.0,19.0,9.0,7.0,6.0,6.0,3.0,15.0,10
12.0,21.0,12.0,6.0,3.0,,10.0,8.0,2.0,10.0,17.0,9.0,2.0,7.0,5.0,8.0,4.0,7.0,7.0,9.0,6
4.0,37.0,14.0,3.0,19.0,,5.0,16.0,6.0,13.0,15.0,15.0,7.0,6.0,10.0,3.0,9.0,11.0,6.0,16.0,9
13.0,24.0,14.0,5.0,2.0,6.0,8.0,7.0,2.0,7.0,15.0,9.0,2.0,6.0,,8.0,4.0,6.0,7.0,9.0,6
15.0,23.0,14.0,6.0,2.0,8.0,9.0,7.0,2.0,8.0,19.0,8.0,2.0,8.0,4.0,8.0,4.0,4.0,,10.0,6
4.0,35.0,15.0,3.0,19.0,11.0,3.0,15.0,7.0,15.0,15.0,13.0,7.0,6.0,9.0,,9.0,11.0,5.0,15.0,9
11.0,34.0,16.0,6.0,13.0,18.0,10.0,,0.0,16.0,17.0,9.0,2.0,11.0,1.0,3.0,1.0,5.0,5.0,10.0,7
13.0,38.0,18.0,8.0,2.0,14.0,12.0,15.0,3.0,17.0,7.0,6.0,3.0,13.0,2.0,1.0,9.0,13.0,6.0,18.0,8
15.0,36.0,14.0,7.0,5.0,20.0,16.0,20.0,2.0,14.0,9.0,4.0,,18.0,6.0,2.0,6.0,1.0,3.0,2.0,11
13.0,38.0,17.0,8.0,2.0,16.0,10.0,16.0,2.0,18.0,5.0,5.0,3.0,16.0,1.0,1.0,9.0,13.0,6.0,18.0,8
10.0,,11.0,6.0,1.0,7.0,9.0,8.0,3.0,8.0,18.0,9.0,2.0,8.0,4.0,9.0,5.0,6.0,,7.0,6
12.0,39.0,19.0,8.0,2.0,14.0,11.0,15.0,2.0,18.0,6.0,4.0,3.0,14.0,1.0,0.0,8.0,13.0,6.0,16.0,8
9.0,40.0,20.0,8.0,1.0,15.0,11.0,16.0,2.0,17.0,5.0,6.0,3.0,15.0,1.0,1.0,8.0,13.0,7.0,17.0,8
14.0,22.0,12.0,6.0,1.0,6.0,9.0,7.0,3.0,8.0,17.0,10.0,3.0,,4.0,9.0,3.0,2.0,6.0,7.0,6
14.0,22.0,14.0,6.0,0.0,5.0,8.0,6.0,2.0,7.0,15.0,9.0,,,3.0,9.0,4.0,3.0,7.0,9.0,6
11.0,39.0,13.0,6.0,4.0,21.0,20.0,18.0,1.0,14.0,11.0,6.0,3.0,18.0,,,6.0,1.0,2.0,1.0,11
14.0,41.0,19.0,8.0,3.0,15.0,12.0,,1.0,18.0,6.0,8.0,3.0,14.0,2.0,1.0,8.0,14.0,7.0,19.0,8
10.0,35.0,16.0,6.0,14.0,18.0,13.0,12.0,0.0,17.0,15.0,12.0,,10.0,3.0,2.0,1.0,3.0,3.0,12.0,7
13.0,36.0,14.0,7.0,6.0,20.0,17.0,19.0,1.0,13.0,10.0,3.0,3.0,19.0,6.0,1.0,6.0,,2.0,4.0,11
14.0,24.0,12.0,5.0,4.0,8.0,10.0,5.0,3.0,7.0,17.0,9.0,3.0,6.0,4.0,8.0,5.0,7.0,6.0,8.0,6
3.0,36.0,15.0,4.0,19.0,,5.0,16.0,6.0,13.0,13.0,15.0,7.0,8.0,10.0,3.0,9.0,11.0,5.0,13.0,9
12.0,36.0,13.0,6.0,5.0,18.0,19.0,19.0,1.0,15.0,9.0,4.0,4.0,19.0,6.0,1.0,6.0,0.0,3.0,4.0,11
12.0,37.0,15.0,5.0,12.0,20.0,10.0,10.0,0.0,16.0,18.0,11.0,2.0,11.0,1.0,1.0,2.0,5.0,5.0,9.0,7
16.0,38.0,14.0,7.0,4.0,20.0,17.0,21.0,2.0,15.0,9.0,6.0,3.0,20.0,6.0,1.0,6.0,2.0,3.0,,11
14.0,22.0,13.0,5.0,2.0,,7.0,7.0,2.0,9.0,,9.0,3.0,7.0,5.0,9.0,5.0,5.0,7.0,,6
13.0,39.0,13.0,,3.0,18.0,18.0,21.0,2.0,14.0,8.0,6.0,,18.0,6.0,,5.0,0.0,3.0,2.0,11
2.0,38.0,17.0,3.0,18.0,10.0,3.0,15.0,6.0,,14.0,19.0,,5.0,10.0,3.0,8.0,12.0,6.0,17.0,9
2.0,35.0,15.0,3.0,21.0,12.0,5.0,14.0,5.0,12.0,12.0,16.0,7.0,7.0,9.0,3.0,9.0,12.0,6.0,14.0,9
16.0,22.0,,5.0,1.0,,9.0,7.0,3.0,8.0,16.0,8.0,2.0,8.0,4.0,8.0,5.0,6.0,7.0,8.0,6
17.0,28.0,16.0,3.0,14.0,19.0,8.0,2.0,2.0,18.0,17.0,12.0,1.0,17.0,9.0,7.0,7.0,5.0,2.0,,10
17.0,30.0,,3.0,13.0,20.0,6.0,2.0,2.0,20.0,16.0,10.0,1.0,20.0,8.0,6.0,,3.0,3.0,13.0,10
3.0,38.0,15.0,4.0,21.0,12.0,6.0,18.0,5.0,12.0,13.0,15.0,7.0,7.0,8.0,3.0,9.0,13.0,5.0,13.0,9
,35.0,19.0,6.0,13.0,18.0,12.0,14.0,1.0,13.0,19.0,,1.0,10.0,1.0,,2.0,6.0,4.0,12.0,7
12.0,36.0,17.0,6.0,11.0,19.0,10.0,,0.0,15.0,16.0,9.0,2.0,10.0,2.0,1.0,2.0,6.0,5.0,13.0,7
15.0,21.0,14.0,5.0,2.0,9.0,10.0,7.0,3.0,8.0,18.0,11.0,3.0,7.0,4.0,8.0,4.0,6.0,7.0,9.0,6
13.0,36.0,18.0,6.0,13.0,19.0,11.0,12.0,0.0,16.0,18.0,10.0,2.0,11.0,1.0,2.0,2.0,6.0,4.0,11.0,7
14.0,24.0,12.0,6.0,1.0,6.0,8.0,6.0,2.0,8.0,17.0,7.0,2.0,7.0,5.0,9.0,3.0,6.0,6.0,7.0,6
11.0,34.0,17.0,6.0,14.0,20.0,13.0,15.0,0.0,15.0,17.0,10.0,2.0,9.0,1.0,1.0,1.0,7.0,4.0,12.0,7
15.0,39.0,14.0,7.0,4.0,20.0,18.0,20.0,1.0,15.0,10.0,5.0,3.0,18.0,6.0,2.0,5.0,0.0,2.0,4.0,11
14.0,40.0,19.0,7.0,1.0,15.0,12.0,14.0,2.0,17.0,5.0,5.0,3.0,12.0,1.0,1.0,9.0,14.0,7.0,18.0,8
12.0,,15.0,7.0,4.0,17.0,18.0,18.0,1.0,,10.0,7.0,4.0,17.0,7.0,2.0,5.0,0.0,3.0,2.0,11
13.0,40.0,18.0,8.0,3.0,18.0,13.0,15.0,2.0,17.0,7.0,4.0,3.0,15.0,2.0,1.0,8.0,,7.0,18.0,8
12.0,35.0,15.0,6.0,,17.0,13.0,12.0,0.0,17.0,16.0,9.0,2.0,10.0,1.0,2.0,1.0,3.0,5.0,11.0,7
1.0,39.0,16.0,3.0,19.0,11.0,7.0,16.0,6.0,15.0,13.0,16.0,7.0,9.0,9.0,4.0,10.0,11.0,5.0,15.0,9
2.0,34.0,14.0,4.0,22.0,10.0,5.0,14.0,6.0,14.0,16.0,15.0,7.0,9.0,9.0,3.0,9.0,12.0,5.0,14.0,9
10.0,36.0,16.0,7.0,12.0,20.0,13.0,14.0,0.0,16.0,15.0,11.0,2.0,11.0,2.0,2.0,1.0,7.0,4.0,12.0,7
18.0,31.0,16.0,1.0,12.0,19.0,4.0,1.0,1.0,18.0,16.0,11.0,1.0,19.0,,7.0,,4.0,2.0,15.0,10
9.0,35.0,17.0,5.0,11.0,20.0,11.0,13.0,1.0,16.0,18.0,,2.0,13.0,2.0,2.0,1.0,5.0,5.0,13.0,7
10.0,38.0,19.0,,5.0,15.0,12.0,13.0,2.0,20.0,4.0,4.0,3.0,13.0,2.0,1.0,8.0,14.0,,16.0,8
14.0,21.0,13.0,5.0,1.0,9.0,10.0,7.0,3.0,6.0,17.0,8.0,3.0,6.0,4.0,8.0,4.0,,6.0,10.0,6
13.0,39.0,20.0,8.0,,14.0,11.0,13.0,1.0,17.0,5.0,5.0,3.0,14.0,1.0,0.0,9.0,13.0,7.0,19.0,8
15.0,29.0,17.0,2.0,12.0,20.0,5.0,1.0,2.0,19.0,20.0,11.0,1.0,18.0,8.0,8.0,7.0,6.0,3.0,15.0,10
7.0,,16.0,,13.0,19.0,11.0,12.0,0.0,15.0,17.0,8.0,2.0,9.0,1.0,1.0,1.0,6.0,5.0,10.0,7
12.0,39.0,,7.0,3.0,17.0,12.0,13.0,2.0,20.0,5.0,4.0,3.0,16.0,2.0,,7.0,13.0,7.0,19.0,8
19.0,30.0,19.0,2.0,11.0,16.0,5.0,0.0,,20.0,18.0,11.0,2.0,16.0,9.0,7.0,6.0,6.0,3.0,15.0,10
11.0,38.0,15.0,7.0,4.0,20.0,18.0,21.0,2.0,14.0,,5.0,3.0,18.0,5.0,0.0,6.0,1.0,3.0,,11
12.0,40.0,14.0,7.0,2.0,20.0,17.0,18.0,2.0,14.0,9.0,,4.0,19.0,6.0,2.0,6.0,1.0,2.0,4.0,11
16.0,,16.0,3.0,13.0,19.0,5.0,1.0,2.0,20.0,17.0,9.0,0.0,19.0,8.0,7.0,6.0,7.0,2.0,14.0,10
10.0,35.0,19.0,6.0,14.0,19.0,10.0,14.0,0.0,14.0,16.0,10.0,1.0,11.0,1.0,3.0,1.0,5.0,5.0,,7
2.0,36.0,17.0,3.0,,10.0,3.0,15.0,6.0,13.0,12.0,16.0,6.0,7.0,9.0,3.0,9.0,12.0,5.0,14.0,9
15.0,23.0,14.0,6.0,2.0,10.0,11.0,7.0,2.0,8.0,15.0,9.0,3.0,10.0,5.0,8.0,4.0,7.0,7.0,8.0,6
16.0,30.0,16.0,2.0,14.0,19.0,5.0,0.0,3.0,17.0,17.0,13.0,0.0,17.0,9.0,7.0,5.0,7.0,2.0,16.0,10
11.0,35.0,15.0,6.0,11.0,,9.0,11.0,0.0,15.0,17.0,8.0,1.0,10.0,2.0,2.0,,,5.0,13.0,7
14.0,21.0,14.0,5.0,,9.0,,6.0,2.0,6.0,18.0,9.0,3.0,5.0,4.0,8.0,3.0,3.0,6.0,10.0,6
17.0,31.0,16.0,3.0,12.0,20.0,6.0,0.0,2.0,15.0,18.0,11.0,0.0,19.0,9.0,7.0,7.0,6.0,3.0,15.0,10
1.0,36.0,15.0,3.0,20.0,9.0,5.0,15.0,5.0,14.0,14.0,15.0,8.0,8.0,9.0,5.0,8.0,12.0,5.0,15.0,9
17.0,,14.0,2.0,10.0,20.0,5.0,0.0,2.0,17.0,15.0,,0.0,16.0,8.0,7.0,6.0,5.0,3.0,13.0,10
13.0,38.0,20.0,7.0,1.0,15.0,12.0,16.0,2.0,18.0,5.0,5.0,3.0,15.0,1.0,1.0,9.0,12.0,7.0,20.0,8
13.0,23.0,,5.0,4.0,8.0,10.0,7.0,2.0,9.0,18.0,11.0,3.0,8.0,4.0,8.0,4.0,3.0,6.0,10.0,6
14.0,38.0,21.0,7.0,1.0,14.0,11.0,13.0,2.0,20.0,,6.0,3.0,14.0,0.0,0.0,8.0,,6.0,18.0,8
11.0,32.0,17.0,6.0,12.0,20.0,13.0,12.0,0.0,12.0,17.0,11.0,2.0,9.0,2.0,2.0,1.0,7.0,5.0,12.0,7
17.0,31.0,16.0,3.0,13.0,21.0,7.0,2.0,3.0,17.0,16.0,12.0,,16.0,,7.0,6.0,5.0,,15.0,10
15.0,31.0,16.0,,13.0,20.0,5.0,2.0,,19.0,17.0,11.0,1.0,18.0,,7.0,7.0,5.0,3.0,15.0,10
14.0,41.0,,8.0,2.0,15.0,9.0,16.0,1.0,20.0,5.0,3.0,3.0,17.0,2.0,1.0,8.0,13.0,7.0,17.0,8
13.0,22.0,13.0,5.0,2.0,,10.0,7.0,2.0,7.0,16.0,8.0,,7.0,4.0,8.0,5.0,6.0,6.0,7.0,6
12.0,39.0,15.0,7.0,2.0,20.0,17.0,17.0,1.0,15.0,,8.0,3.0,19.0,5.0,1.0,6.0,1.0,,3.0,11
13.0,40.0,21.0,7.0,2.0,,9.0,16.0,2.0,17.0,5.0,3.0,3.0,14.0,1.0,1.0,7.0,15.0,7.0,19.0,8
,37.0,15.0,6.0,2.0,20.0,17.0,21.0,1.0,13.0,9.0,6.0,4.0,18.0,6.0,1.0,6.0,1.0,3.0,,11
15.0,,13.0,5.0,1.0,7.0,10.0,7.0,3.0,7.0,17.0,10.0,3.0,8.0,4.0,8.0,4.0,7.0,6.0,11.0,6
1.0,39.0,16.0,4.0,20.0,12.0,4.0,15.0,5.0,15.0,12.0,16.0,7.0,6.0,10.0,2.0,9.0,10.0,,12.0,9
11.0,35.0,18.0,6.0,15.0,18.0,11.0,15.0,1.0,14.0,18.0,11.0,2.0,8.0,2.0,,2.0,5.0,4.0,12.0,7
14.0,40.0,16.0,7.0,5.0,19.0,16.0,18.0,1.0,13.0,12.0,5.0,4.0,18.0,7.0,2.0,5.0,1.0,3.0,3.0,11
1.0,36.0,15.0,3.0,21.0,12.0,3.0,17.0,6.0,14.0,14.0,16.0,7.0,,10.0,3.0,9.0,13.0,5.0,15.0,9
14.0,40.0,13.0,7.0,2.0,19.0,19.0,21.0,2.0,12.0,11.0,2.0,4.0,19.0,,2.0,5.0,0.0,3.0,,11
17.0,31.0,16.0,3.0,,19.0,6.0,1.0,1.0,18.0,16.0,10.0,1.0,17.0,10.0,7.0,6.0,3.0,2.0,,10
13.0,34.0,16.0,6.0,3.0,19.0,19.0,19.0,2.0,15.0,13.0,5.0,3.0,17.0,7.0,2.0,6.0,1.0,3.0,2.0,11
16.0,38.0,,8.0,3.0,17.0,11.0,15.0,,17.0,7.0,5.0,4.0,15.0,0.0,1.0,7.0,12.0,,18.0,8
14.0,37.0,15.0,8.0,2.0,20.0,17.0,20.0,1.0,13.0,,2.0,3.0,16.0,6.0,1.0,7.0,1.0,,3.0,11
11.0,35.0,18.0,7.0,14.0,,12.0,13.0,1.0,15.0,17.0,9.0,2.0,9.0,1.0,1.0,1.0,4.0,,12.0,7
14.0,35.0,17.0,7.0,3.0,18.0,17.0,19.0,1.0,14.0,7.0,5.0,3.0,,6.0,2.0,6.0,3.0,3.0,2.0,11
16.0,23.0,14.0,6.0,3.0,8.0,11.0,5.0,3.0,8.0,19.0,10.0,2.0,7.0,4.0,8.0,5.0,6.0,7.0,10.0,6
12.0,39.0,14.0,7.0,3.0,21.0,17.0,19.0,2.0,12.0,8.0,4.0,3.0,17.0,6.0,,6.0,2.0,4.0,4.0,11
3.0,36.0,16.0,3.0,19.0,11.0,5.0,17.0,6.0,13.0,13.0,18.0,7.0,5.0,9.0,3.0,9.0,11.0,5.0,14.0,9
3.0,,15.0,3.0,19.0,13.0,6.0,16.0,6.0,15.0,14.0,17.0,8.0,6.0,9.0,3.0,9.0,13.0,5.0,12.0,9
1.0,,14.0,3.0,20.0,12.0,4.0,12.0,6.0,13.0,14.0,15.0,7.0,9.0,10.0,3.0,9.0,12.0,5.0,13.0,9
2.0,36.0,16.0,2.0,20.0,12.0,5.0,,6.0,14.0,13.0,15.0,7.0,5.0,9.0,3.0,9.0,9.0,5.0,15.0,9
14.0,21.0,13.0,5.0,1.0,6.0,8.0,6.0,2.0,7.0,16.0,10.0,2.0,9.0,4.0,9.0,3.0,8.0,7.0,9.0,6
2.0,36.0,12.0,3.0,22.0,14.0,4.0,15.0,6.0,14.0,13.0,18.0,7.0,,9.0,3.0,10.0,10.0,5.0,14.0,9
16.0,38.0,13.0,7.0,5.0,21.0,18.0,19.0,2.0,15.0,9.0,6.0,3.0,16.0,6.0,2.0,6.0,0.0,3.0,1.0,11
13.0,34.0,16.0,5.0,13.0,19.0,12.0,11.0,0.0,14.0,18.0,11.0,1.0,8.0,2.0,2.0,0.0,,5.0,12.0,7
15.0,39.0,,8.0,2.0,17.0,10.0,15.0,2.0,19.0,4.0,5.0,3.0,14.0,1.0,0.0,8.0,16.0,7.0,20.0,8
16.0,,14.0,1.0,14.0,18.0,6.0,1.0,2.0,,18.0,12.0,1.0,20.0,9.0,7.0,5.0,3.0,2.0,16.0,10
3.0,37.0,17.0,4.0,18.0,10.0,3.0,16.0,6.0,11.0,12.0,17.0,7.0,9.0,9.0,3.0,9.0,11.0,5.0,15.0,9
14.0,23.0,13.0,4.0,2.0,7.0,10.0,7.0,2.0,7.0,17.0,7.0,3.0,,4.0,9.0,5.0,5.0,6.0,8.0,6
10.0,35.0,17.0,6.0,14.0,17.0,12.0,13.0,0.0,14.0,18.0,10.0,2.0,9.0,1.0,3.0,1.0,5.0,4.0,11.0,7
1.0,37.0,15.0,4.0,20.0,,5.0,17.0,,,,17.0,8.0,9.0,9.0,2.0,9.0,10.0,5.0,14.0,9
15.0,22.0,12.0,5.0,3.0,7.0,12.0,6.0,3.0,8.0,17.0,9.0,2.0,9.0,5.0,,5.0,6.0,7.0,8.0,6
10.0,34.0,18.0,6.0,13.0,20.0,12.0,14.0,0.0,14.0,17.0,11.0,2.0,7.0,1.0,1.0,0.0,6.0,5.0,14.0,7
15.0,40.0,22.0,8.0,3.0,14.0,13.0,15.0,2.0,18.0,5.0,4.0,3.0,13.0,1.0,1.0,9.0,12.0,6.0,19.0,8
17.0,33.0,15.0,2.0,14.0,19.0,6.0,1.0,2.0,16.0,18.0,12.0,1.0,19.0,9.0,7.0,,,2.0,14.0,10
14.0,39.0,19.0,7.0,2.0,16.0,12.0,17.0,2.0,16.0,,5.0,4.0,17.0,2.0,0.0,8.0,14.0,7.0,19.0,8
3.0,36.0,15.0,4.0,19.0,12.0,,17.0,6.0,14.0,12.0,15.0,6.0,6.0,9.0,2.0,,11.0,5.0,15.0,9
13.0,37.0,15.0,7.0,4.0,23.0,17.0,20.0,1.0,14.0,9.0,6.0,3.0,16.0,6.0,2.0,6.0,0.0,3.0,2.0,11
12.0,37.0,16.0,6.0,14.0,18.0,11.0,15.0,,16.0,21.0,9.0,1.0,10.0,1.0,1.0,1.0,7.0,5.0,13.0,7
3.0,34.0,,3.0,21.0,,6.0,16.0,6.0,15.0,14.0,16.0,7.0,7.0,10.0,2.0,9.0,11.0,5.0,14.0,9
13.0,37.0,13.0,6.0,3.0,19.0,18.0,19.0,,,11.0,5.0,4.0,16.0,7.0,1.0,6.0,1.0,3.0,3.0,11
17.0,31.0,,3.0,13.0,21.0,6.0,1.0,1.0,,17.0,11.0,1.0,16.0,10.0,7.0,6.0,5.0,3.0,13.0,10
13.0,39.0,20.0,7.0,,15.0,11.0,15.0,3.0,17.0,5.0,6.0,3.0,16.0,1.0,0.0,9.0,15.0,7.0,16.0,8
12.0,34.0,15.0,6.0,16.0,19.0,10.0,14.0,0.0,14.0,17.0,10.0,2.0,11.0,1.0,2.0,1.0,5.0,5.0,11.0,7
12.0,37.0,14.0,6.0,2.0,18.0,18.0,21.0,1.0,16.0,10.0,6.0,3.0,18.0,7.0,2.0,5.0,1.0,2.0,4.0,11
2.0,37.0,,3.0,,12.0,4.0,15.0,6.0,13.0,14.0,18.0,7.0,8.0,9.0,3.0,8.0,9.0,5.0,,9
,25.0,14.0,6.0,1.0,,9.0,8.0,2.0,7.0,17.0,9.0,3.0,5.0,3.0,7.0,5.0,4.0,7.0,11.0,6
13.0,34.0,20.0,6.0,13.0,20.0,10.0,11.0,0.0,14.0,19.0,8.0,2.0,10.0,,1.0,1.0,3.0,5.0,12.0,7
